ADTA227.cif,['not enough points!']
ADTA234.cif,[0.375, 0.109, 0.0, 0.187, 0.0, 0.226, -0.458, 0.168, 0.191, 0.332, 0.464, -0.001, 0.144, -0.061, 0.004, 0.403, 0.417, 0.339, 0.002, -0.418, -0.372, 0.348, 0.446, 0.156, -0.368]
ADTA235.cif,['not enough points!']
ADTA338.cif,[-0.36, -0.17, nan, 0.004, 0.216]
ADTA4fold.cif,[-0.087, -0.001, 0.027, -0.012, 0.445, 0.308, 0.0, -0.017, 0.006, 0.065, -0.352, 0.341, 0.181, -0.013, 0.009, -0.383, -0.344, -0.149, -0.005]
ADTA738.cif,[-0.39, 0.135, 0.0, 0.01, -0.013, -0.056, 0.058, -0.176, -0.163, 0.44, 0.356, 0.403, -0.093]
